1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0 : 132000.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0 : 105000.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0 : 132000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0 : 132000.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0 : 243000.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0 : 105000.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0 : 123000.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0 : 105000.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0 : 177000.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0 : 246000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0 : 132000.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0 : 93000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0 : 132000.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0 : 102000.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0 : 123000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0 : 93000.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0 : 207000.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0 : 264000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 : 132000.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 : 93000.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0 : 108000.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0 : 219000.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0 : 237000.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0 : 177000.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0 : 237000.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0 : 207000.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0 : 132000.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0 : 93000.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0 : 111000.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0 : 123000.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0 : 132000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 : 93000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 : 93000.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0 : 90000.0
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0 : 123000.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0 : 132000.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0 : 198000.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0 : 132000.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0 : 93000.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0 : 84000.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0 : 111000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 : 108000.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0 : 111000.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0 : 123000.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0 : 90000.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0 : 123000.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0 : 123000.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0 : 123000.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0 : 189000.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0 : 111000.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0 : 93000.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0 : 111000.0
