0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1 : 0.3536
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1 : 0.3536
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1 : 0.3639
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1 : 0.3639
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0 : 0.3651
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0 : 0.3651
0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0 : 0.3688
0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0 : 0.3688
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0 : 0.383
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0 : 0.383
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0 : 0.383
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0 : 0.383
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0 : 0.383
0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0 : 0.383
0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0 : 0.3943
0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0 : 0.3943
0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0 : 0.3943
0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0 : 0.3943
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1 : 0.4329
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1 : 0.4329
0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4428
0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4428
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4455
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4455
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0 : 0.4505
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0 : 0.4505
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0 : 0.4505
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0 : 0.4505
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4525
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4525
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0 : 0.4525
